N°,OFICINAS REGIONALES/U.O.,DEPARTAMENTO,PROVINCIA,DISTRITO,CENTRO DE ATENCIÓN,CODIGO SIO DNI NUM,SIGLA TIPO DE LOCAL,"ESTADO
Operativo: Atiente de lunes a viernes
Deplazamiento: Atiende de acuerdo a la programación de RENIEC",HORARIO DE ATENCIÓN AL PUBLICO, ¿Este Centro de Atención toma fotografía? , ¿Este Centro de Atención entrega DNI Electrónico? , TRAMITE DE DNI MAYOR , ENTREGAS DE DNI , INSCRIPCION DE REGISTROS CIVILES , CERTIFICACION DE REGISTROS CIVILES , CERTIFICACION DEL RUIPN , EREP ,NOMBRE DE LA VIA,,,,,,,,,,,
405,13.- PUCALLPA,UCAYALI,CORONEL PORTILLO,CALLERIA,MAC - UCAYALI,828,MAC,OPERATIVO,08:30 a 16:30,SI,SI,SI,SI,NO,SI,SI,SI,Avenida Centenario 1642 (2do piso) Centro Comercial Real Plaza,,,,,,,,,,,
406,14.- HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,IZCUCHACA,PAP IZCUCHACA,15,PAP,OPERATIVO,08:45 a 16:45,NO,NO,SI,SI,NO,SI,SI,NO,Avenida Ferrocarril  S/N ,,,,,,,,,,,
407,14.- HUANCAVELICA,HUANCAVELICA,ACOBAMBA,PAUCARA,PAP PAUCARA,16,PAP,OPERATIVO,08:45 a 16:45,NO,NO,SI,SI,NO,SI,SI,NO, Plaza Mayor S/N,,,,,,,,,,,
408,14.- HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,ORA HOSPITAL REGIONAL ZACARIAS CORREA VALDIVIA (MINSA),20,ORA,OPERATIVO,08:45 a 16:30,SI,NO,NO,NO,SI,NO,NO,NO,Avenida Andrés Avelino Cáceres S/N - Barrio Yananaco,,,,,,,,,,,
409,14.- HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,ORA HUANDO (MINSA),618,ORA,OPERATIVO,08:45 a 16:30,SI,NO,NO,SI,SI,NO,NO,NO,Calle Cementerio s/n,,,,,,,,,,,
410,14.- HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,ASCENSIÓN,ORA HOSPITAL II HUANCAVELICA (ESSALUD),62,ORA,OPERATIVO,08:45 a 16:30,SI,NO,NO,NO,SI,NO,NO,NO,Avenida Teresa de Jurnet S/N,,,,,,,,,,,
411,14.- HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,OR HUANCAVELICA,221,OR,OPERATIVO,08:45 a 16:45,SI,SI,SI,SI,SI,SI,SI,SI,"Avenida San Cristóbal Nº 384, 386 y 388",,,,,,,,,,,
412,14.- HUANCAVELICA,HUANCAVELICA,ACOBAMBA,ACOBAMBA,OR ACOBAMBA,222,OR,OPERATIVO,08:45 a 16:45,SI,SI,SI,SI,SI,SI,SI,SI,Jirón Dos De Mayo N° 459,,,,,,,,,,,
413,14.- HUANCAVELICA,HUANCAVELICA,ANGARAES,LIRCAY,OR ANGARAES,223,OR,OPERATIVO,08:45 a 16:45,SI,SI,SI,SI,SI,SI,SI,SI,Avenida Centenario S/N - Barrio de Pueblo Nuevo - Dentro del Centro Civico,,,,,,,,,,,
414,14.- HUANCAVELICA,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,OR CASTROVIRREYNA,224,OR,OPERATIVO,08:45 a 16:45,SI,SI,SI,SI,SI,SI,SI,SI,Avenida Los Libertadores S/N,,,,,,,,,,,
415,14.- HUANCAVELICA,HUANCAVELICA,TAYACAJA,PAMPAS,OR TAYACAJA,225,OR,OPERATIVO,08:45 a 16:45,NO,SI,SI,SI,SI,SI,SI,SI,Jirón Manco Capac S/N con Jirón Alfonso Ugarte Cordova y Necochea - Coliseo Multiuso,,,,,,,,,,,
416,14.- HUANCAVELICA,HUANCAVELICA,HUAYTARA,HUAYTARA,OR HUAYTARA,226,OR,OPERATIVO,08:45 a 16:45,SI,SI,SI,SI,SI,SI,SI,SI,Calle 24 de Junio S/N - 2do piso Centro Cívico ,,,,,,,,,,,
417,14.- HUANCAVELICA,HUANCAVELICA,CHURCAMPA,CHURCAMPA,OR CHURCAMPA,227,OR,OPERATIVO,08:45 a 16:45,SI,SI,SI,SI,SI,SI,SI,SI,Jirón Real N° 255,,,,,,,,,,,
418,14.- HUANCAVELICA,HUANCAVELICA,TAYACAJA,PAMPAS,ORA HOSPITAL DE PAMPAS (MINSA),362,ORA,OPERATIVO,08:45 a 16:30,SI,NO,NO,SI,SI,NO,NO,NO,Jirón Bolívar S/N ,,,,,,,,,,,
419,14.- HUANCAVELICA,HUANCAVELICA,ANGARAES,LIRCAY,ORA LIRCAY (MINSA),467,ORA,DESPLAZAMIENTO,08:45 a 16:30,SI,NO,NO,SI,SI,NO,NO,NO,Avenida Esmeralda S/N,,,,,,,,,,,
420,14.- HUANCAVELICA,HUANCAVELICA,TAYACAJA,SURCUBAMBA,AG SURCUBAMBA,498,AG,OPERATIVO,08:45 a 16:45,NO,NO,SI,SI,NO,SI,SI,NO,Calle Alfonso Ugarte S/N,,,,,,,,,,,
421,14.- HUANCAVELICA,HUANCAVELICA,TAYACAJA,COLCABAMBA,AG COLCABAMBA,510,AG,OPERATIVO,08:45 a 16:45,NO,NO,SI,SI,NO,SI,SI,NO,Avenida Centenario S/N,,,,,,,,,,,
422,14.- HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,YAULI,ORA YAULI (MINSA),598,ORA,OPERATIVO,08:45 a 16:30,SI,NO,NO,SI,SI,NO,NO,NO,Avenida Jorge Chávez S/N,,,,,,,,,,,
423,14.- HUANCAVELICA,HUANCAVELICA,ACOBAMBA,PAUCARA,ORA PAUCARA (MINSA),468,ORA,OPERATIVO,08:45 a 16:30,SI,NO,NO,SI,SI,NO,NO,NO,Calle Lircay s/n,,,,,,,,,,,
424,14.- HUANCAVELICA,HUANCAVELICA,CHURCAMPA,CHURCAMPA,ORA CHURCAMPA (MINSA),651,ORA,DESPLAZAMIENTO,08:45 a 16:30,SI,NO,NO,SI,SI,NO,NO,NO,Calle Ricardo Palma N° 535 (Instalaciones del Centro de Salud),,,,,,,,,,,
425,15.- HUANUCO,PASCO,PASCO,YANACANCHA,ORA DR. DANIEL ALCIDES CARRION GARCIA (MINSA),59,ORA,OPERATIVO,08:45 a 16:30,SI,NO,NO,SI,SI,NO,NO,NO,Avenida Los Incas S/N Urb. San Juan,,,,,,,,,,,
426,15.- HUANUCO,PASCO,OXAPAMPA,PUERTO BERMUDEZ,PAP PUERTO BERMÚDEZ,115,PAP,OPERATIVO,08:45 a 16:45,SI,NO,SI,SI,NO,SI,SI,NO,Avenida Remigio Morales Bermúdez S/N,,,,,,,,,,,
427,15.- HUANUCO,PASCO,PASCO,HUARIACA,PAP HUARIACA,116,PAP,OPERATIVO,08:45 a 16:45,NO,NO,SI,SI,NO,NO,NO,NO,Jirón 28 de Julio Nº 129,,,,,,,,,,,
428,15.- HUANUCO,HUANUCO,HUANUCO,HUÁNUCO,ORA HOSPITAL REGIONAL HERMILIO VALDIZAN (MINSA),144,ORA,OPERATIVO,08:45 a 16:30,SI,NO,NO,SI,SI,NO,NO,NO,Jirón Hermilio Valdizan Nº 950,,,,,,,,,,,
429,15.- HUANUCO,PASCO,PASCO,PAUCARTAMBO,PAP PAUCARTAMBO,170,PAP,OPERATIVO,08:45 a 16:45,NO,NO,SI,SI,NO,SI,SI,NO, Plaza 28 de Julio S/N,,,,,,,,,,,
430,15.- HUANUCO,HUANUCO,HUANUCO,HUÁNUCO,OR HUANUCO,241,OR,OPERATIVO,08:45 a 16:45,SI,SI,SI,SI,SI,SI,SI,SI,Jirón 28 de Julio N° 825,,,,,,,,,,,
431,15.- HUANUCO,HUANUCO,AMBO,AMBO,PAP AMBO,242,PAP,OPERATIVO,08:45 a 16:45,SI,NO,SI,SI,NO,NO,NO,NO,"Jirón 28 de Julio 697, Centro Cívico",,,,,,,,,,,
432,15.- HUANUCO,HUANUCO,DOS DE MAYO,LA UNION,PAP DOS DE MAYO,243,PAP,OPERATIVO,08:45 a 16:45,NO,NO,SI,SI,NO,NO,NO,NO,Jirón Lourdes N° 221,,,,,,,,,,,
433,15.- HUANUCO,HUANUCO,HUAMALIES,LLATA,PAP HUAMALIES,244,PAP,OPERATIVO,08:45 a 16:45,SI,NO,SI,SI,NO,NO,NO,NO,Jirón Huánuco N° 242,,,,,,,,,,,
434,15.- HUANUCO,HUANUCO,MARAÑON,HUACRACHUCO,PAP MARAÑON,245,PAP,OPERATIVO,08:45 a 16:45,NO,NO,SI,SI,NO,SI,SI,NO,Avenida 28 De Julio N° 602 ,,,,,,,,,,,
435,15.- HUANUCO,HUANUCO,LEONCIO PRADO,RUPA-RUPA,PAP LEONCIO PRADO,246,PAP,OPERATIVO,08:45 a 16:45,SI,SI,SI,SI,NO,SI,SI,SI,Jirón Chiclayo N° 585,,,,,,,,,,,
436,15.- HUANUCO,HUANUCO,PACHITEA,PANAO,PAP PACHITEA,247,PAP,OPERATIVO,08:45 a 16:45,SI,SI,SI,SI,NO,SI,SI,SI,Jirón Espinar N° 121,,,,,,,,,,,
437,15.- HUANUCO,HUANUCO,LAURICOCHA,JESÚS,PAP LAURICOCHA,250,PAP,OPERATIVO,08:45 a 16:45,NO,NO,SI,SI,NO,NO,NO,NO,Jirón Cristobal Colon S/N,,,,,,,,,,,
438,15.- HUANUCO,HUANUCO,YAROWILCA,CHAVINILLO,PAP YAROWILCA,251,PAP,OPERATIVO,08:45 a 16:45,SI,NO,SI,SI,NO,SI,SI,NO,Jirón Virgen de Fátima S/N,,,,,,,,,,,
439,15.- HUANUCO,PASCO,PASCO,CHAUPIMARCA,ORA HOSPITAL II PASCO (ESSALUD),340,ORA,OPERATIVO,08:45 a 16:30,SI,NO,NO,SI,SI,NO,NO,NO, Barrio La Esperanza - Casa de Piedra,,,,,,,,,,,
440,15.- HUANUCO,HUANUCO,PACHITEA,PANAO,ORA PANAO (MINSA),365,ORA,OPERATIVO,08:45 a 16:30,SI,NO,NO,SI,SI,NO,NO,NO,Jirón Grau Nº 193,,,,,,,,,,,
441,15.- HUANUCO,HUANUCO,LEONCIO PRADO,RUPA-RUPA,ORA HOSPITAL TINGO MARIA (MINSA),366,ORA,OPERATIVO,08:45 a 16:30,SI,NO,NO,SI,SI,NO,NO,NO, Mapresa S/N Luyando,,,,,,,,,,,
442,15.- HUANUCO,HUANUCO,LEONCIO PRADO,JOSÉ CRESPO Y CASTILLO,ORA AUCAYACU (MINSA),367,ORA,OPERATIVO,08:45 a 16:30,SI,NO,NO,SI,SI,NO,NO,NO,Jirón Grau S/N cuadra 4,,,,,,,,,,,
443,15.- HUANUCO,HUANUCO,HUAMALIES,LLATA,ORA LLATA (MINSA),368,ORA,OPERATIVO,08:45 a 16:30,SI,NO,NO,SI,SI,NO,NO,NO,Jirón 28 de Julio N° 216,,,,,,,,,,,
444,15.- HUANUCO,HUANUCO,DOS DE MAYO,LA UNION,ORA LA UNION (MINSA),451,ORA,OPERATIVO,08:45 a 16:30,SI,NO,NO,SI,SI,NO,NO,NO,Jirón Dos de Mayo N° 185,,,,,,,,,,,
445,15.- HUANUCO,HUANUCO,LEONCIO PRADO,JOSÉ CRESPO Y CASTILLO,PAP JOSE CRESPO Y CASTILLO,477,PAP,OPERATIVO,08:45 a 16:45,SI,NO,SI,SI,NO,SI,SI,NO,Jirón Maria Parado de Bellido S/N Cuadra 4,,,,,,,,,,,
446,15.- HUANUCO,HUANUCO,LAURICOCHA,BAÑOS,AG BAÑOS,497,AG,DESPLAZAMIENTO,08:45 a 16:45,NO,NO,SI,SI,NO,NO,NO,NO, Plaza de Armas S/N,,,,,,,,,,,
447,15.- HUANUCO,PASCO,PASCO,YANACANCHA,AG PASCO,501,AG,OPERATIVO,08:45 a 16:45,SI,SI,SI,SI,NO,SI,SI,SI," Centro Comercial ""Sector Dos de San Juan Pampa Edif. 4 Tienda 3 San Juan-Yanacancha",,,,,,,,,,,
448,15.- HUANUCO,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,PAP DANIEL ALCIDES CARRIÓN,502,PAP,OPERATIVO,08:45 a 16:45,NO,NO,SI,SI,NO,SI,SI,NO,Jirón Jorge Chavez S/N Plaza Principal,,,,,,,,,,,
449,15.- HUANUCO,PASCO,OXAPAMPA,OXAPAMPA,PAP OXAPAMPA,503,PAP,OPERATIVO,08:45 a 16:45,SI,SI,SI,SI,NO,SI,SI,SI,Jirón Huancabamba S/N Mz. 162 Estadio Municipal Oxapampa,,,,,,,,,,,
450,15.- HUANUCO,SAN MARTIN,TOCACHE,UCHIZA,AG UCHIZA,541,AG,OPERATIVO,08:45 a 16:45,NO,NO,SI,SI,NO,NO,NO,NO,Avenida Atahualpa N° 920,,,,,,,,,,,
451,15.- HUANUCO,PASCO,OXAPAMPA,PALCAZÚ,AG PALCAZU,580,AG,OPERATIVO,08:45 a 16:45,SI,NO,SI,SI,NO,SI,SI,NO,Avenida Juan Santos Atahualpa Mz. U Lt. 01,,,,,,,,,,,
452,15.- HUANUCO,SAN MARTIN,TOCACHE,TOCACHE,PAP TOCACHE,588,PAP,OPERATIVO,08:45 a 16:45,SI,SI,SI,SI,NO,SI,SI,SI,Jirón San Juan Cdra 7 S/N Centro Cívico,,,,,,,,,,,
453,15.- HUANUCO,HUANUCO,HUANUCO,CHINCHAO,ORA ACOMAYO (MINSA),596,ORA,OPERATIVO,08:45 a 16:30,SI,NO,NO,SI,SI,NO,NO,NO,Pasaje Iguarizo S/N Mz. 6 Lt. 02,,,,,,,,,,,
454,15.- HUANUCO,SAN MARTIN,TOCACHE,TOCACHE,ORA HOSPITAL DE TOCACHE (MINSA),650,ORA,OPERATIVO,08:45 a 16:30,SI,NO,NO,SI,SI,NO,NO,NO,Jirón Ricardo Palma N° 550,,,,,,,,,,,
455,15.- HUANUCO,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,ORA SANTA MARIA DEL VALLE (MINSA),653,ORA,DESPLAZAMIENTO,08:45 a 16:30,SI,NO,NO,SI,SI,NO,NO,NO,Jirón Libertad  S/N Intersección Carretera Central ,,,,,,,,,,,
456,15.- HUANUCO,HUANUCO,HUANUCO ,AMARILIS ,ORA CARLOS SHOWING FERRARI (MINSA),749,ORA,OPERATIVO,08:45 a 16:30,SI,NO,NO,SI,SI,NO,NO,NO,Jirón Micaela Bastidas S/N Paucarbamba ,,,,,,,,,,,
457,15.- HUANUCO,PASCO,OXAPAMPA,OXAPAMPA,ORA HOSPITAL ERNESTO GERMAN GUZMAN GONZALES (MINSA),660,ORA,DESPLAZAMIENTO,08:45 a 16:30,SI,NO,NO,SI,SI,NO,NO,NO,Jirón Eduardo Loechle S/N - Chontabamba,,,,,,,,,,,
458,15.- HUANUCO,HUANUCO,HUANUCO,HUANUCO,MAC - HUANUCO,802,MAC,OPERATIVO,08:30 a 16:30,SI,SI,SI,SI,NO,SI,SI,SI,"Jirón Independencia N° 1601, Centro Comercial Real Plaza, Primer Piso",,,,,,,,,,,
459,15.- HUANUCO,HUANUCO,PACHITEA,UMARI,ORA TAMBILLO UMARI (MINSA),597,ORA,DESPLAZAMIENTO,08:45 a 16:30,SI,NO,NO,SI,SI,NO,NO,NO,Carretera Huanuco - Panao Km 37,,,,,,,,,,,
460,15.- HUANUCO,HUANUCO,YAROWILCA,CHAVINILLO,ORA CHAVINILLO (MINSA),644,ORA,OPERATIVO,08:45 a 16:30,SI,NO,NO,SI,SI,NO,NO,NO,Avenida San Juan N° 102,,,,,,,,,,,
461,15.- HUANUCO,PASCO,OXAPAMPA,CONSTITUCIÓN,AG CONSTITUCION,548,AG,OPERATIVO,08:45 a 16:45,NO,NO,SI,SI,NO,NO,NO,NO,Avenida Fernando Belaunde S/N 4ta Etapa del Distrito de Constitución,,,,,,,,,,,
462,16.- AMAZONAS,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,OR CHACHAPOYAS,1,OR,OPERATIVO,08:45 a 16:45,SI,SI,SI,SI,NO,SI,SI,SI,Jirón Ortiz Arrieta 1135- 1137,,,,,,,,,,,
463,16.- AMAZONAS,AMAZONAS,BAGUA,BAGUA,PAP BAGUA,2,PAP,OPERATIVO,08:45 a 16:45,SI,SI,SI,SI,NO,SI,SI,SI,Jirón Los Cedros Nº 263,,,,,,,,,,,
464,16.- AMAZONAS,AMAZONAS,BONGARA,JAZAN,AG BONGARA,3,AG,OPERATIVO,08:45 a 16:45,SI,NO,SI,SI,NO,SI,SI,NO,Avenida Marginal  Nº 100 -Pedro Ruíz,,,,,,,,,,,
465,16.- AMAZONAS,AMAZONAS,LUYA ,LUYA ,AG LUYA,4,AG,OPERATIVO,08:45 a 16:45,SI,NO,SI,SI,NO,NO,NO,NO,Jirón Diego Mori Zuta N° 447,,,,,,,,,,,
466,16.- AMAZONAS,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLÁS,AG RODRIGUEZ DE MENDOZA,5,AG,OPERATIVO,08:45 a 16:45,SI,NO,SI,SI,NO,NO,NO,NO,Jirón Victor Mori N° 204,,,,,,,,,,,
467,16.- AMAZONAS,AMAZONAS,CONDORCANQUI,NIEVA,PAP CONDORCANQUI,6,PAP,OPERATIVO,08:45 a 16:45,SI,NO,SI,SI,NO,SI,SI,NO,Calle Gonzalo puerta S/N,,,,,,,,,,,
468,16.- AMAZONAS,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,PAP UTCUBAMBA,7,PAP,OPERATIVO,08:45 a 16:45,SI,SI,SI,SI,NO,SI,SI,SI,Jirón Simón Bolivar N° 545,,,,,,,,,,,
469,16.- AMAZONAS,CAJAMARCA,JAEN,JAEN,OR JAEN,158,OR,OPERATIVO,08:45 a 16:45,SI,SI,SI,SI,NO,SI,SI,SI,Calle Mariscal Ureta Nº 915,,,,,,,,,,,
470,16.- AMAZONAS,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,PAP SAN IGNACIO,161,PAP,OPERATIVO,08:45 a 16:45,SI,NO,SI,SI,NO,SI,SI,NO,Pasaje Santa Rosa 107 - 109 - cuadra 1,,,,,,,,,,,
471,16.- AMAZONAS,AMAZONAS,BAGUA,IMAZA,OR IMAZA,234,OR,OPERATIVO,08:45 a 16:45,SI,SI,SI,SI,SI,SI,SI,SI,Avenida Awajun 751 Centro Poblado Chiriaco,,,,,,,,,,,
472,16.- AMAZONAS,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,ORA HOSPITAL REGIONAL VIRGEN DE FATIMA (MINSA),363,ORA,OPERATIVO,08:45 a 16:30,SI,SI,NO,SI,SI,NO,NO,NO,Pasaje Daniel Alcides Carrión N° 035,,,,,,,,,,,
473,16.- AMAZONAS,AMAZONAS,BAGUA,BAGUA,ORA HOSPITAL DE APOYO GUSTAVO LANATTA LUJAN (MINSA),452,ORA,OPERATIVO,08:45 a 16:30,SI,SI,NO,SI,SI,NO,NO,NO,Avenida Héroes de Cenepa N°980,,,,,,,,,,,
474,16.- AMAZONAS,CAJAMARCA,JAEN,JAEN,ORA HOSPITAL GENERAL DE JAEN (MINSA),453,ORA,OPERATIVO,08:45 a 16:30,SI,SI,NO,SI,SI,NO,NO,NO,Prolongación Huamantanga s/n,,,,,,,,,,,
475,16.- AMAZONAS,AMAZONAS,BAGUA,IMAZA,ORA CHIRIACO (MINSA),471,ORA,OPERATIVO,08:45 a 16:30,SI,SI,NO,SI,SI,NO,NO,NO,Calle Junin S/N,,,,,,,,,,,
476,16.- AMAZONAS,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,ORA HOSPITAL DE APOYO SANTIAGO APOSTOL DE UTCUBAMBA (MINSA),472,ORA,OPERATIVO,08:45 a 16:30,SI,SI,NO,SI,SI,NO,NO,NO,Jirón San Felipe Santiago N°111,,,,,,,,,,,
477,16.- AMAZONAS,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,ORA SAN IGNACIO (MINSA),476,ORA,OPERATIVO,08:45 a 16:30,SI,SI,NO,SI,SI,NO,NO,NO,"Avenida Abelardo Quiñones S/N, Sector Santiago",,,,,,,,,,,
478,16.- AMAZONAS,AMAZONAS,BONGARA,FLORIDA,ORA POMACOCHAS (MINSA),619,ORA,OPERATIVO PARCIAL,08:45 a 16:30,SI,SI,NO,SI,SI,NO,NO,NO,Jirón Pomacochas S/N ,,,,,,,,,,,
479,16.- AMAZONAS,AMAZONAS,CONDORCANQUI,NIEVA,ORA SANTA MARIA DE NIEVA (MINSA),344,ORA,OPERATIVO,08:45 a 16:30,SI,SI,NO,SI,SI,NO,NO,NO,"Jirón Javier Pérez de Cuellar S/N 
Mz. N Lt. 03 Asent.Humano Héctor Peas Tsegkuan",,,,,,,,,,,
480,16.- AMAZONAS,AMAZONAS,UTCUBAMBA,LONYA GRANDE,ORA LONYA GRANDE (MINSA),652,ORA,OPERATIVO,08:45 a 16:30,SI,SI,SI,SI,SI,NO,NO,NO,Jirón Alto Amazonas 340,,,,,,,,,,,
481,16.- AMAZONAS,AMAZONAS,CONDORCANQUI,RIO SANTIAGO,ORA GALILEA (MINSA),475,ORA,OPERATIVO,08:45 a 16:30,SI,SI,NO,SI,SI,NO,NO,NO,Jirón La Amistad S/N,,,,,,,,,,,
