DEPARTAMENTO,PROVINCIA,DISTRITO,CENTRO DE ATENCION,ESTADO,HORARIOS,DIRECCION
CAJAMARCA,CAJAMARCA,CAJAMARCA,ORA SIMON BOLIVAR,OPERATIVO,08:45 a 16:30,Mario Urteaga N° 500
LA LIBERTAD,PACASMAYO,GUADALUPE,ORA DE APOYO TOMÁS LAFORA,OPERATIVO,08:45 a 16:30,La Victoria S/N
CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,ORA BAÑOS DEL INCA,OPERATIVO,08:45 a 16:30,Pachacútec N° 489
LA LIBERTAD,TRUJILLO,LA ESPERANZA,ORA DISTRITAL JERUSALEN,OPERATIVO,08:45 a 16:30,1 Barrio 3 Mz. 20 Lt. 02 Sector Jerusalén
LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,ORA DE APOYO CESAR ABRAHAM VALLEJO MENDOZA,OPERATIVO,08:45 a 16:30,Gustavo Pinillo S/N - Barrio San Cristobal
LA LIBERTAD,CHEPEN,CHEPEN,ORA DE APOYO CHEPEN,OPERATIVO,08:45 a 16:30,28 de Julio S/N
LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,ORA DE APOYO LEONCIO PRADO,OPERATIVO,08:45 a 16:30,10 de Julio N° 209
LA LIBERTAD,OTUZCO,OTUZCO,ORA DE APOYO OTUZCO ELPIDIO BEROVIDES PEREZ,OPERATIVO,08:45 a 16:30,Progreso N° 385
LA LIBERTAD,ASCOPE,PAIJAN,ORA PAIJAN,OPERATIVO,08:45 a 16:30,Vía Panamericana S/N Sector Manco Capac
LA LIBERTAD,VIRU,VIRU,ORA PROVINCIAL DE VIRÚ,OPERATIVO,08:45 a 16:30,Sucre Nº 799
SAN MARTIN,SAN MARTIN,TARAPOTO,ORA HOSPITAL TARAPOTO,OPERATIVO,08:45 a 16:30,Angel Delgado Morey Nº 503
SAN MARTIN,MOYOBAMBA,MOYOBAMBA,ORA HOSPITAL MOYOBAMBA,OPERATIVO,08:45 a 16:30,Grau cuadra 4
HUANCAVELICA,HUANCAVELICA,ASCENSIÓN,ORA HOSPITAL II HUANCAVELICA,OPERATIVO,08:45 a 16:45,Teresa de Jurnet S/N
UCAYALI,PADRE ABAD,PADRE ABAD,ORA AGUAYTIA,OPERATIVO,08:45 a 16:30,Victor Pinedo / Palmeras Mz. 152A Junta Vecinal Pampayurac
HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,ORA HOSPITAL REGIONAL ZACARIAS CORREA VALDIVIA,OPERATIVO,08:45 a 16:45,Andrés Avelino Cáceres S/N - Barrio Yananaco
HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,ORA HUANDO,DESPLAZAMIENTO,08:45 a 16:45,Cementerio s/n
UCAYALI,CORONEL PORTILLO,YARINACOCHA,ORA HOSPITAL AMAZÓNICO - YARINACOCHA,OPERATIVO,08:45 a 16:30,Aguaytia N° 605
HUANCAVELICA,TAYACAJA,PAMPAS,ORA HOSPITAL DE PAMPAS,OPERATIVO,08:45 a 16:45,Bolívar S/N
HUANCAVELICA,ANGARAES,LIRCAY,ORA LIRCAY,DESPLAZAMIENTO,08:45 a 16:45,Esmeralda S/N
HUANCAVELICA,HUANCAVELICA,YAULI,ORA YAULI,OPERATIVO,08:45 a 16:45,Jorge Chávez S/N
HUANCAVELICA,ACOBAMBA,PAUCARA,ORA PAUCARA,OPERATIVO,08:45 a 16:45,Lircay s/n
ICA,ICA,ICA,ORA REGIONAL DE ICA,OPERATIVO,08:45 a 16:30,Huacachina S/N
UCAYALI,CORONEL PORTILLO,CALLERIA,ORA HOSPITAL REGIONAL DE PUCALLPA,OPERATIVO,08:45 a 16:30,Agustin Cauper N° 285
AYACUCHO,LUCANAS,PUQUIO,ORA FELIPE HUAMAN POMA DE AYALA,OPERATIVO,08:45 a 16:30,Arnaldo Alvarado S/N
AYACUCHO,PARINACOCHAS,CORACORA,ORA HOSPITAL DE APOYO DE CORACORA,OPERATIVO,08:45 a 16:30,La Cultura S/N
ICA,ICA,ICA,ORA SANTA MARIA DEL SOCORRO,OPERATIVO,08:45 a 16:30,Castrovirreyna N° 759
ICA,PISCO,PISCO,ORA SAN JUAN DE DIOS,OPERATIVO,08:45 a 16:30,Fermín Tanguis S/N (Altura del Fundo Alto de la Luna)
ICA,CHINCHA,CHINCHA ALTA,ORA SAN JOSE DE CHINCHA,OPERATIVO,08:45 a 16:30,Abelardo Alva Maurtua Nº 600
ICA,NASCA,NASCA,ORA HOSPITAL DE APOYO DE NASCA,OPERATIVO,08:45 a 16:30,Callao S/N - 5ta Cuadra
ICA,ICA,ICA,ORA AUGUSTO HERNANDEZ MENDOZA,OPERATIVO,08:45 a 16:30,Av. José Matias Manzanilla S/N
HUANCAVELICA,CHURCAMPA,CHURCAMPA,ORA CHURCAMPA,OPERATIVO,08:45 a 16:45,Ricardo Palma N° 535 (Instalaciones del Centro de Salud)
PASCO,PASCO,YANACANCHA,ORA DR. DANIEL ALCIDES CARRION GARCIA,OPERATIVO,08:45 a 16:45,Los Incas S/N Urb. San Juan
PASCO,OXAPAMPA,OXAPAMPA,ORA HOSPITAL ERNESTO GERMAN GUZMAN GONZALES,OPERATIVO,08:45 a 16:45,Eduardo Loechle S/N - Chontabamba
HUANUCO,PACHITEA,UMARI,ORA TAMBILLO UMARI,OPERATIVO,08:45 a 16:45,Huanuco - Panao Km 37
HUANUCO,YAROWILCA,CHAVINILLO,ORA CHAVINILLO,OPERATIVO,08:45 a 16:45,San Juan N° 102
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,ORA HOSPITAL REGIONAL VIRGEN DE FATIMA,OPERATIVO,08:45 a 16:45,Daniel Alcides Carrión N° 035
AMAZONAS,BAGUA,BAGUA,ORA HOSPITAL DE APOYO GUSTAVO LANATTA LUJAN,OPERATIVO,08:45 a 16:45,Héroes de Cenepa N°980
CAJAMARCA,JAEN,JAEN,ORA HOSPITAL GENERAL DE JAEN,OPERATIVO,08:45 a 16:45,Huamantanga s/n
AMAZONAS,BAGUA,IMAZA,ORA CHIRIACO,OPERATIVO,08:45 a 16:45,Junin S/N
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,ORA HOSPITAL DE APOYO SANTIAGO APOSTOL DE UTCUBAMBA,OPERATIVO,08:45 a 16:45,San Felipe Santiago N°111
CAJAMARCA,SAN IGNACIO,SAN IGNACIO,ORA SAN IGNACIO,OPERATIVO,08:45 a 16:45,"Abelardo Quiñones S/N, Sector Santiago"
AMAZONAS,BONGARA,FLORIDA,ORA POMACOCHAS,OPERATIVO,08:45 a 16:45,Pomacochas S/N
AMAZONAS,CONDORCANQUI,NIEVA,ORA SANTA MARIA DE NIEVA,OPERATIVO,08:45 a 16:45,"Javier Pérez de Cuellar S/N 
Mz. N Lt. 03 Asent.Humano Héctor Peas Tsegkuan"
AMAZONAS,UTCUBAMBA,LONYA GRANDE,ORA LONYA GRANDE,OPERATIVO,08:45 a 16:45,Alto Amazonas 340
AMAZONAS,CONDORCANQUI,RIO SANTIAGO,ORA GALILEA,OPERATIVO,08:45 a 16:45,La Amistad S/N
HUANUCO,HUANUCO,AMARILIS,ORA CARLOS SHOWING FERRARI,OPERATIVO,08:45 a 16:45,Micaela Bastidas S/N Paucarbamba
HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,ORA SANTA MARIA DEL VALLE,OPERATIVO,08:45 a 16:45,Libertad  S/N Intersección Carretera Central
SAN MARTIN,TOCACHE,TOCACHE,ORA HOSPITAL DE TOCACHE,OPERATIVO,08:45 a 16:45,Ricardo Palma N° 550
HUANUCO,HUANUCO,CHINCHAO,ORA ACOMAYO,OPERATIVO,08:45 a 16:45,Iguarizo S/N Mz. 6 Lt. 02
HUANUCO,HUANUCO,HUÁNUCO,ORA HOSPITAL REGIONAL HERMILIO VALDIZAN,OPERATIVO,08:45 a 16:45,Hermilio Valdizan Nº 950
PASCO,PASCO,PAUCARTAMBO,PAP PAUCARTAMBO - JR15,OPERATIVO,08:45 a 16:45,Plaza 28 de Julio S/N
PASCO,PASCO,CHAUPIMARCA,ORA HOSPITAL II PASCO,OPERATIVO,08:45 a 16:45,Barrio Buenos Aires S/N
HUANUCO,PACHITEA,PANAO,ORA PANAO,OPERATIVO,08:45 a 16:45,Grau Nº 193
HUANUCO,LEONCIO PRADO,RUPA-RUPA,ORA HOSPITAL TINGO MARIA,OPERATIVO,08:45 a 16:45,Mapresa S/N Luyando
HUANUCO,LEONCIO PRADO,JOSÉ CRESPO Y CASTILLO,ORA AUCAYACU,OPERATIVO,08:45 a 16:45,Grau S/N cuadra 4
HUANUCO,HUAMALIES,LLATA,ORA LLATA,OPERATIVO,08:45 a 16:45,28 de Julio N° 216
HUANUCO,DOS DE MAYO,LA UNION,ORA LA UNION,OPERATIVO,08:45 a 16:45,Dos de Mayo N° 185
LIMA,LIMA,LIMA,ORA INSTITUTO NACIONAL MATERNO PERINATAL,OPERATIVO,08:45 a 16:45,Miroquesada Nº 941 - Lima
LIMA,LIMA,VILLA MARÍA DEL TRIUNFO,ORA DANIEL ALCIDES CARRION,OPERATIVO,08:45 a 16:45,Pachacutec N° 3470 - Pasando el Terminal Pesquero.
LIMA,LIMA,EL AGUSTINO,ORA HOSPITAL NACIONAL HIPOLITO UNANUE,OPERATIVO,08:45 a 16:45,Cesar Vallejo Nº 1390
LIMA,LIMA,SAN JUAN DE LURIGANCHO,ORA HOSPITAL SAN JUAN DE LURIGANCHO,OPERATIVO,08:45 a 16:45,Canto Grande S/N - Altura del paradero 10
CALLAO,CALLAO,CALLAO,ORA NAC. DANIEL A. CARRIÓN,OPERATIVO,08:45 a 16:45,Guardia Chalaca Nº 2176 - Bellavista
LIMA,LIMA,JESÚS MARÍA,ORA HOSPITAL NACIONAL EDGARDO REBAGLIATI MARTINS,OPERATIVO,08:45 a 16:45,AV. SALAVERRY CDRA. 13 - PUERTA 6
APURIMAC,ABANCAY,ABANCAY,ORA HOSPITAL REGIONAL GUILLERMO DIAZ DE LA VEGA,OPERATIVO,08:45 a 16:30,Daniel Alcides Carrión S/N
CUSCO,CUSCO,CUSCO,ORA HOSPITAL DE APOYO DEPARTAMENTAL CUSCO,OPERATIVO,08:45 a 16:30,La Cultura S/N
CUSCO,CUSCO,SANTIAGO,ORA BELEMPAMPA,OPERATIVO,08:45 a 16:30,21 de Mayo S/N
CUSCO,CANCHIS,SICUANI,ORA SICUANI,OPERATIVO,08:45 a 16:30,Manuel Callo Zevallos N° 519 - Hospital MINSA Sicuani
MADRE DE DIOS,TAMBOPATA,TAMBOPATA,ORA SANTA ROSA,OPERATIVO,08:45 a 16:30,Cajamarca N° 171
CUSCO,LA CONVENCION,SANTA ANA,ORA QUILLABAMBA,OPERATIVO,08:45 a 16:30,General Gamarra S/N - Hospital Quillabamba
APURIMAC,AYMARAES,CHALHUANCA,ORA CHALHUANCA,OPERATIVO,08:45 a 16:30,Bolivar S/N
CUSCO,ESPINAR,ESPINAR,ORA ESPINAR,OPERATIVO,08:45 a 16:30,Domingo Huarca Cruz S/N Barrio Túpac Amaru  - Hospital Espinar
MADRE DE DIOS,TAHUAMANU,IBERIA,ORA SAN MARTIN DE PORRES DE IBERIA,OPERATIVO,08:45 a 16:30,Mocopata S/N
APURIMAC,COTABAMBAS,TAMBOBAMBA,ORA TAMBOBAMBA,OPERATIVO,08:45 a 16:30,Hospital Tambobamba
CUSCO,CHUMBIVILCAS,SANTO TOMAS,ORA SANTO TOMAS,OPERATIVO,08:45 a 16:30,Andres Avelino Caceres - Hospital Santo Tomas
LIMA,LIMA,SANTA ANITA,ORA HOSP. JORGE VOTO BERNALES,OPERATIVO,08:45 a 16:45,"CARRETERA CENTRAL KM. 3,5 - SANTA ANITA"
LIMA,LIMA,VILLA MARÍA DEL TRIUNFO,CMI JOSE CARLOS MARIATEGUI,OPERATIVO,08:45 a 16:45,"Necochea s/n, AH. Jose Carlos Mariategui, Villa Maria del Triunfo."
LIMA,LIMA,CHORRILLOS,CMI VIRGEN DEL CARMEN,OPERATIVO,08:45 a 16:45,AV. LEOPOLDO ARIAS 200 FRENTE AL COLISEO MARISCAL CACERES
LIMA,LIMA,PUENTE PIEDRA,CARLOS LANFRANCO LA HOZ,OPERATIVO,08:45 a 16:45,AV. SAENZ PEÑA S/N KM 30
LIMA,LIMA,SAN BORJA,PVM - SAN SAN BORJA,OPERATIVO,08:45 a 16:45,SAN LUIS 1673 - URB JACARANDA II
CALLAO,CALLAO,VENTANILLA,PVM VENTANILLA,OPERATIVO,08:45 a 16:45,La Playa S/N altura la Urb. Zona Comercial frente a la Plaza Cívica
CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,ORA HOSPITAL SAN JOSE,OPERATIVO,08:45 a 16:45,Las Magnolias 475 Carmen de la Legua-Reynoso
CALLAO,CALLAO,MI PERÚ,AG MI PERU,OPERATIVO,08:45 a 16:45,Mz. G7 Lt. 06 Mi Perú  interior de la Sede Municipal.
LIMA,LIMA,SAN MARTÍN DE PORRES,ORA NACIONAL CAYETANO HEREDIA,OPERATIVO,08:45 a 16:45,Honorio Delgado N° 262 - Urb. Ingeniería / Obstetricia
LIMA,HUAURA,HUACHO,ORA HOSPITAL GENERAL DE HUACHO,OPERATIVO,08:45 a 16:45,Jose Arnaldo Arambulo La Rosa N° 251
CALLAO,CALLAO,VENTANILLA,ORA HOSPITAL DE VENTANILLA,OPERATIVO,08:45 a 16:45,Pedro Beltran S/N Ventanilla - Hospital de Ventanilla
LIMA,LIMA,ATE,ORA HOSPITAL DE HUAYCAN,OPERATIVO,08:45 a 16:45,José C.Mariátegui S/N Zona B - A.H.Huaycán S/N Ate Lima Lima
LIMA,CAÑETE,SAN LUIS,ORA HOSPITAL REZOLA,OPERATIVO,08:45 a 16:45,Distrito de San Luis S/N
LIMA,LIMA,LIMA,ORA NACIONAL DOS DE MAYO,OPERATIVO,08:45 a 16:45,Parque Historia De La Medicina Peruana S/N Altura Cuadra 13 Av Grau
LIMA,LIMA,COMAS,ORA HOSPITAL NACIONAL SERGIO E. BERNALES,OPERATIVO,08:45 a 16:45,"Túpac Amaru N° 8000, Collique, Comas."
LIMA,HUARAL,HUARAL,ORA HOSPITAL SAN JUAN BAUTISTA HUARAL,OPERATIVO,08:45 a 16:45,Tacna Nº 120 Urb. San Juan I
LIMA,BARRANCA,BARRANCA,ORA HOSPITAL DE BARRANCA,OPERATIVO,08:45 a 16:45,Nicolás de Piérola Nº 210 -224
AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,ORA VILCASHUAMAN,OPERATIVO,08:45 a 16:30,Vilcasraymi S/N
PIURA,PIURA,CATACAOS,ORA CENTRO DE SALUD MATERNO INFANTIL-CATACAOS,OPERATIVO,08:45 a 16:30,Cayetano Heredia 1108 - Catacos
LORETO,MAYNAS,PUTUMAYO,PAP PUTUMAYO,OPERATIVO,08:45 a 16:45,LOCAL MUNICIPAL
LA LIBERTAD,TRUJILLO,TRUJILLO,OFICINA TERRAPUERTO TRUJILLO,OPERATIVO,08:45 a 16:45,Panamericana Norte 558
LA LIBERTAD,TRUJILLO,TRUJILLO,PANP PODER JUDICIAL TRUJILLO,OPERATIVO,08:45 a 16:45,Mz. P Lote 7 - Urb. Natasha Alta-trujillo
AMAZONAS,LUYA,LAMUD,AG LUYA,OPERATIVO,08:45 a 16:45,Diego Mori Zuta n° 447
LIMA,CAÑETE,SAN VICENTE DE CAÑETE,ORA HOSPITAL REZOLA,OPERATIVO,08:45 a 16:45,San Martín Nº 120 -124
ANCASH,SANTA,CHIMBOTE,ORA LA CALETA,OPERATIVO,08:45 a 16:30,Avenida Malecon Grau S/N La Caleta
ANCASH,SANTA,CHIMBOTE,ORA MATERNIDAD DE MARÍA,OPERATIVO,08:45 a 16:30,Avenida Meiggs 2071 P. Joven Miraflores Alto
ANCASH,SANTA,NUEVO CHIMBOTE,ORA ELEAZAR GUZMÁN BARRÓN,OPERATIVO,08:45 a 16:30,Avenida Brasil S/N Urb. Santa Cristina
ANCASH,HUARAZ,HUARAZ,ORA VÍCTOR RAMOS GUARDIA,OPERATIVO,08:45 a 16:30,Avenida Mariscal Luzuriaga S/N Cdra 01 intercepción con Jr. Pedro Villon cdra 10
ANCASH,HUARI,HUARI,ORA HUARI,OPERATIVO,08:45 a 16:30,Avenida Circunvalación Baja S/N
LA LIBERTAD,TRUJILLO,EL PORVENIR,OR ALTO TRUJILLO,OPERATIVO,08:45 a 16:45,- Centro Poblado Alto Trujillo-Barrio 3 Mz T Lt. 2
LA LIBERTAD,TRUJILLO,TRUJILLO,MAC LA LIBERTAD,OPERATIVO,08:30 a 16:30,"Avenida Centro Comercial Real Plaza de Trujillo -Fundo Las Casuarinas, Sub Lote predio A; Intersección , Av. Fátima 1345, Trujillo, La Libertad"
LIMA,LIMA,CERCADO,HOSP. NAC DOC MADRE Y NIÑO  SAN BARTOLOME,OPERATIVO,08:45 a 16:45,Avenida ALFONSO UGARTE 825 - LIMA
PUNO,PUNO,ACORA,ACORA,OPERATIVO,08:45 a 16:45,- Plaza de Armas (Palacio Municipal)
UCAYALI,CORONEL PORTILLO,CALLERIA,MAC UCAYALI,OPERATIVO,08:45 a 16:45,Avenida Centenario 1642 (2do piso)
HUANUCO,HUACAYBAMBA,HUACAYBAMBA,PANP HUACAYBAMBA,DESPLAZAMIENTO,08:45 a 16:45,"Av. El Ejercito S/N Barrio San Pedro, 1er piso Centro Civico de la Municipalidad Provincial de Huacaybamba"
JUNIN,CONCEPCION,CONCEPCIàN,PAP CONCEPCIàN,OPERATIVO,08:45 a 16:45,Ricardo Palma S/N Mercado Modelo Interior 1
ANCASH,ASUNCION,CHACAS,PANP ASUNCION,DESPLAZAMIENTO,08:45 a 16:45,Atusparia S/N esquina con Jr. Lima
ANCASH,HUARI,CHAVIN DE HUANTAR,PANP CHAVIN DE HUANTAR,DESPLAZAMIENTO,08:45 a 16:45,San Mart¡n S/N Centro C¡vico de la Municipalidad Distrital de Chav¡n de Huantar
ANCASH,MARISCAL LUZURIAGA,LLUMPA,PAP LLUMPA,DESPLAZAMIENTO,08:45 a 16:45,Plaza de Armas S/N
ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUÖS,PAP CARLOS FERMÖN FITZCARRALD,OPERATIVO,08:45 a 16:45,Ram¢n Castilla Nø 320 - 1er. piso Centro Civico de la Municipalidad Provincial de Carlos Fermin Fitscarrald
ANCASH,SANTA,NUEVO CHIMBOTE,ORA ELEAZAR GUZMµN BARRàN,OPERATIVO,08:45 a 16:30,Brasil S/N Urb. Santa Cristina
ANCASH,HUARAZ,HUARAZ,ORA VÖCTOR RAMOS GUARDIA,OPERATIVO,08:45 a 16:30,Mariscal Luzuriaga S/N Cdra 01 intercepci¢n con Jr. Pedro Villon cdra 10
ANCASH,BOLOGNESI,CHIQUIAN,PAP BOLOGNESI,DESPLAZAMIENTO,08:45 a 16:45,Tacna Nø 320 Centro Civico -Plaza de Armas - Chiquian
AREQUIPA,CARAVELI,CARAVELÖ,PAP CARAVELI,OPERATIVO,08:45 a 16:45,Bolivar S/N
APURIMAC,CHINCHEROS,ANCCO HUALLO,ORA  CENTRO DE SALUD URIPAÿ,OPERATIVO,08:45 a 16:30,T£pac Amaru S/N ? URIPA
CAJAMARCA,CONTUMAZA,CONTUMAZµ,PAP CONTUMAZA,OPERATIVO,08:45 a 16:45,Miguel Grau N§ 212
CAJAMARCA,CELENDIN,CELENDÖN,PAP CELENDIN,OPERATIVO,08:45 a 16:45,Pardo Nø 610
CAJAMARCA,SAN MARCOS,PEDRO GµLVEZ,PAP SAN MARCOS,OPERATIVO,08:45 a 16:45,Jr. Alfonso Ugarte Nø 325 (Mz. 46 Lt. 17 Centro Poblado San Marcos).
LA LIBERTAD,BOLIVAR,BOLÖVAR,PAP BOLIVAR,OPERATIVO,08:45 a 16:45,Bolivar S/N - Mz. 20 Lt. 8
LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,OR JOS LEONARDO ORTIZ,OPERATIVO,08:45 a 16:45,Cacique Cinto N§ 317 Urb. Latina
PIURA,AYABACA,FRÖAS,OR FRIAS,OPERATIVO,08:45 a 16:30,Lima N§ 235 - 2do piso
LAMBAYEQUE,FERRE¥AFE,FERRE¥AFE,PAP FERRE¥AFE,OPERATIVO,08:45 a 16:45,Tres Mar¡as N§ 717 ? B
PIURA,TALARA,PARI¥AS,AG TALARA,OPERATIVO,08:45 a 16:45,M rtires Petroleros B-3 Conjunto Habitacional - Talara
LA LIBERTAD,CHEPEN,CHEPN,PAP CHEPEN,OPERATIVO,08:45 a 16:45,Calle San Pedro Nø 610. Centro Poblado Chepn Sector V Mz. 130 Lt. 03
LORETO,DATEM DEL MARA¥ON,BARRANCA,ORA SAN LORENZO - NUCLEO BASE,OPERATIVO,08:45 a 16:30,Daniel Alcides Carri¢n S/N - Barrio Huacachina
LORETO,MAYNAS,BELN,OR BELEN,OPERATIVO,08:45 a 16:45,Miraflores S/N P. J. 09 de Octubre
LA LIBERTAD,JULCAN,JULCµN,PAP JULCAN,OPERATIVO,08:45 a 16:45,28 de Julio N§ 201 Centro Civico - Julc n
CAJAMARCA,CELENDIN,CELENDÖN,ORA DE APOYO CELENDIN,OPERATIVO,08:45 a 16:30,T£pac Amaru Cdra. 4
CAJAMARCA,CAJABAMBA,CAJABAMBA,ORA HOSPITAL NUESTRA SE¥ORA DEL ROSARIO,OPERATIVO,08:45 a 16:30,La Torre Nø 277
CAJAMARCA,SAN MARCOS,PEDRO GµLVEZ,ORA SAN MARCOS,OPERATIVO,08:45 a 16:30,Av. 28 de Julio S/N Cdra.2
LA LIBERTAD,PACASMAYO,GUADALUPE,ORA DE APOYO TOMµS LAFORA,OPERATIVO,08:45 a 16:30,La Victoria S/N
CAJAMARCA,CAJAMARCA,LOS BA¥OS DEL INCA,ORA BA¥OS DEL INCA,OPERATIVO,08:45 a 16:30,Pachac£tec Nø 489
LORETO,DATEM DEL MARA¥ON,BARRANCA,PAP DATEM DEL MARA¥ON,OPERATIVO,08:45 a 16:45,Tigre Mz. 31 Lt. 08 - San Lorenzo
HUANCAVELICA,HUANCAVELICA,ASCENSIàN,ORA HOSPITAL II HUANCAVELICA,OPERATIVO,08:45 a 16:30,Teresa de Jurnet S/N
UCAYALI,CORONEL PORTILLO,YARINACOCHA,ORA HOSPITAL AMAZàNICO - YARINACOCHA,OPERATIVO,08:45 a 16:30,Aguaytia Nø 605
PUNO,SAN ROMµN,JULIACA,ORA CENTRO DE SALUD CLAS SANTA ADRIANA,OPERATIVO,08:45 a 16:30,Pachacutec S/N
PUNO,SAN ROMµN,SAN MIGUEL,PAP SAN MIGUEL - JR11,OPERATIVO,08:45 a 16:45,Palacio Municipal S/N
ICA,NASCA,NASCA,ORA DE APOYO DE NASCA,OPERATIVO,08:45 a 16:30,Callao S/N - 5ta Cuadra
PASCO,OXAPAMPA,PUERTO BERMUDEZ,PAP PUERTO BERMéDEZ,OPERATIVO,08:45 a 16:45,Remigio Morales Berm£dez S/N
AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLµS,AG RODRIGUEZ DE MENDOZA,OPERATIVO,08:45 a 16:45,Victor Mori Nø 204
HUANUCO,HUANUCO,HUµNUCO,ORA HOSPITAL REGIONAL HERMILIO VALDIZAN,OPERATIVO,08:45 a 16:30,Hermilio Valdizan N§ 950
HUANUCO,HUANUCO,HUµNUCO,OR HUANUCO,OPERATIVO,08:45 a 16:45,28 de Julio Nø 825
HUANUCO,MARA¥ON,HUACRACHUCO,PAP MARA¥ON,OPERATIVO,08:45 a 16:45,28 De Julio Nø 602
HUANUCO,LAURICOCHA,JESéS,PAP LAURICOCHA,OPERATIVO,08:45 a 16:45,Cristobal Colon S/N
HUANUCO,LEONCIO PRADO,JOS CRESPO Y CASTILLO,ORA AUCAYACU,OPERATIVO,08:45 a 16:30,Grau Nø 401
HUANUCO,LEONCIO PRADO,JOS CRESPO Y CASTILLO,PAP JOSE CRESPO Y CASTILLO,OPERATIVO,08:45 a 16:45,Maria Parado de Bellido S/N Cuadra 4
HUANUCO,LAURICOCHA,BA¥OS,AG BA¥OS,OPERATIVO,08:45 a 16:45,Libertad S/N
PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,PAP DANIEL ALCIDES CARRIàN,OPERATIVO,08:45 a 16:45,Jorge Chavez S/N Plaza Principal
PASCO,OXAPAMPA,PALCAZé,AG PALCAZU,OPERATIVO,08:45 a 16:45,Juan Santos Atahualpa Mz. U Lt. 01
LIMA,LIMA,VILLA MARÖA DEL TRIUNFO,ORA DANIEL ALCIDES CARRION,OPERATIVO,08:45 a 16:30,Pachacutec Nø 3470 - Pasando el Terminal Pesquero.
LIMA,LIMA,SAN MARTÖN DE PORRES,OR SAN MARTIN DE PORRES,OPERATIVO,08:45 a 16:45,Eduardo de Habich N§ 590 - 592 con Pedro Paulet Nø 589
LIMA,CA¥ETE,SAN VICENTE DE CA¥ETE,AG CA¥ETE,OPERATIVO,08:45 a 16:45,Los Libertadores Mz. D-3 Lote 4 Urbanizaci¢n Tercer Mundo
CALLAO,CALLAO,CALLAO,ORA NAC. DANIEL A. CARRIàN,OPERATIVO,08:45 a 16:30,Guardia Chalaca N§ 2176 - Bellavista
LIMA,LIMA,JESéS MARÖA,ORA HOSPITAL NACIONAL EDGARDO REBAGLIATI MARTINS,OPERATIVO,08:45 a 16:30,AV. SALAVERRY CDRA. 13 - PUERTA 6
LIMA,LIMA,CERCADO,PVM - REAL PLAZA CENTRO CÖVICO,OPERATIVO,08:45 a 16:45,Garcilaso de la Vega Nø 1337
LIMA,LIMA,VILLA MARÖA DEL TRIUNFO,CMI JOSE CARLOS MARIATEGUI,OPERATIVO,08:45 a 16:45,"Necochea s/n, AH. Jose Carlos Mariategui, Villa Maria del Triunfo."
PUNO,PUNO,PUNO,ORA MANUEL NU¥EZ BUTRON,OPERATIVO,08:45 a 16:30,El Sol Nø 1022
LIMA,LIMA,CERCADO,HOSP. NAC DOC MADRE Y NI¥O  SAN BARTOLOME,OPERATIVO,08:45 a 16:45,ALFONSO UGARTE 825 - LIMA
LIMA,LIMA,JESéS MARÖA,OR JESUS MARIA,OPERATIVO,08:45 a 16:45,Talara Nø 130-132-134 y 136 Jes£s Maria
LIMA,LIMA,JESéS MARÖA,AG 06 DE AGOSTO,OPERATIVO,08:45 a 16:45,06 de Agosto Nø 856
CALLAO,CALLAO,MI PERé,AG MI PERU,OPERATIVO,08:45 a 16:45,Mz. G7 Lt. 06 Mi Per£  interior de la Sede Municipal.
LIMA,LIMA,SAN MARTÖN DE PORRES,ORA NACIONAL CAYETANO HEREDIA,OPERATIVO,08:45 a 16:30,Honorio Delgado Nø 262 - Urb. Ingenier¡a / Obstetricia
LIMA,CA¥ETE,SAN VICENTE DE CA¥ETE,ORA HOSPITAL REZOLA,OPERATIVO,08:45 a 16:30,San Mart¡n N§ 120 -124
ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUÍS,PAP CARLOS FERMIN FITZCARRALD,OPERATIVO,08:45 a 16:30,Ramón Castilla N° 320 - 1er. piso Centro Civico de la Municipalidad Provincial de Carlos Fermin Fitscarrald
ANCASH,SANTA,CHIMBOTE,ORA LA CALETA (Chimbote),OPERATIVO,08:45 a 16:30,Malecon Grau S/N La Caleta
ANCASH,SANTA,NUEVO CHIMBOTE,ORA ELEAZAR GUZMAN BARRÓN (Nuevo Chimbote),OPERATIVO,08:45 a 16:30,Brasil S/N Urb. Santa Cristina
ANCASH,HUARAZ,HUARAZ,ORA VICTOR RAMOS GUARDIA (Huaraz),OPERATIVO,08:45 a 16:30,Mariscal Luzuriaga S/N Cdra 01 intercepción con Jr. Pedro Villon cdra 10
