,,,,,,,,,,,,,,,,,,,,,,,,146
372,791,PUNO,CHUCUITO,DESAGUADERO,,,,11.- PUNO,PUNTO DE ATENCION PERMANENTE,PAP,PAP DESAGUADERO,08:45 a 16:45,,28 de Julio N° 305 - Desaguadero,OPERATIVO,NO,SI,SI,SI,SI,NO,NO,NO,NO
373,824,PUNO,PUNO,ACORA,,,,11.- PUNO,PUNTO DE ATENCION PERMANENTE,PAP,PAP ACORA,08:45 a 16:45,,Plaza de Armas (Palacio Municipal),OPERATIVO,NO,SI,SI,SI,SI,NO,NO,NO,NO
374,1184,PUNO,SAN ROMAN,JULIACA,,,,11.- PUNO,CENTRO DE MEJOR ATENCION AL CIUDADANO,MAC,MAC PUNO,08:45 a 16:45,,San Martin lote 07,OPERATIVO,SI,SI,SI,SI,SI,NO,SI,SI,SI
375,1185,PUNO,CARABAYA,CRUCERO,,,,11.- PUNO,PUNTO DE ATENCION NO PERMANENTE,PANP,PANP CRUCERO,08:45 a 16:45,,Plaza de Armas S/N,DESPLAZAMIENTO,NO,SI,SI,SI,SI,NO,SI,SI,NO
376,18,ICA,ICA,ICA,,,,12.- ICA,OFICINA REGISTRAL AUXILIAR,ORA,ORA REGIONAL DE ICA (MINSA),08:45 a 16:30,,Avenida Huacachina S/N,OPERATIVO,SI,SI,NO,SI,SI,SI,NO,NO,NO
377,125,AYACUCHO,LUCANAS,PUQUIO,,,,12.- ICA,AGENCIA,AG,AG LUCANAS,08:45 a 16:45,,Jirón San Pedro  Nº 216,OPERATIVO,SI,SI,SI,SI,SI,NO,SI,SI,SI
378,126,AYACUCHO,PARINACOCHAS,CORACORA,,,,12.- ICA,AGENCIA,AG,AG PARINACOCHAS,08:45 a 16:45,,Jirón Bolognesi N° 419 Plaza de Armas,OPERATIVO,SI,NO,SI,SI,SI,NO,SI,SI,NO
379,150,ICA,ICA,PARCONA,,,,12.- ICA,PUNTO DE ATENCION PERMANENTE,PAP,PAP PARCONA,08:45 a 16:45,,Avenida Jhon F. Kennedy N° 500 con Calle Lima S/N (Costado del Palacio Municipal),OPERATIVO,SI,SI,SI,SI,SI,NO,SI,SI,SI
380,271,ICA,ICA,ICA,,,,12.- ICA,OFICINA REGISTRAL,OR,OR ICA,08:45 a 16:45,,Avenida San Martin N° 1366 Mz. M-02 Lt. 035. Urb. San Isidro ,OPERATIVO,SI,SI,SI,SI,SI,NO,SI,SI,SI
381,272,ICA,CHINCHA,CHINCHA ALTA,,,,12.- ICA,AGENCIA,AG,AG CHINCHA,08:45 a 16:45,,Calle Los Angeles N° 300,OPERATIVO,SI,SI,SI,SI,SI,NO,SI,SI,SI
382,273,ICA,NASCA,NASCA,,,,12.- ICA,AGENCIA,AG,AG NASCA,08:45 a 16:45,,Calle Fermin del Castillo N° 270,OPERATIVO,SI,SI,SI,SI,SI,NO,SI,SI,SI
383,274,ICA,PISCO,PISCO,,,,12.- ICA,AGENCIA,AG,AG PISCO,08:45 a 16:45,,Calle San Juan de Dios N° 288,OPERATIVO,SI,SI,SI,SI,SI,NO,SI,SI,SI
384,275,ICA,PALPA,PALPA,,,,12.- ICA,AGENCIA,AG,AG PALPA,08:45 a 16:45,,Calle Portal de Escribanos Nº 145,OPERATIVO,SI,NO,SI,SI,SI,NO,SI,SI,NO
385,330,AYACUCHO,LUCANAS,CABANA,,,,12.- ICA,PUNTO DE ATENCION NO PERMANENTE,PAP,PAP CABANA ,08:45 a 16:45,,Jirón Jorge Chavez N° 272 ,DESPLAZAMIENTO,NO,NO,SI,SI,SI,NO,SI,SI,NO
386,346,AYACUCHO,LUCANAS,PUQUIO,,,,12.- ICA,OFICINA REGISTRAL AUXILIAR,ORA,ORA FELIPE HUAMAN POMA DE AYALA (MINSA),08:45 a 16:30,,Avenida Arnaldo Alvarado S/N ,OPERATIVO,SI,SI,NO,SI,SI,SI,NO,NO,NO
387,347,AYACUCHO,PARINACOCHAS,CORACORA,,,,12.- ICA,OFICINA REGISTRAL AUXILIAR,ORA,ORA HOSPITAL DE APOYO DE CORACORA (MINSA),08:45 a 16:30,,Avenida La Cultura S/N,OPERATIVO,SI,SI,NO,SI,SI,SI,NO,NO,NO
388,354,ICA,ICA,ICA,,,,12.- ICA,OFICINA REGISTRAL AUXILIAR,ORA,ORA SANTA MARIA DEL SOCORRO (MINSA),08:45 a 16:30,,Calle Castrovirreyna N° 759,OPERATIVO,SI,SI,NO,SI,SI,SI,NO,NO,NO
389,355,ICA,PISCO,PISCO,,,,12.- ICA,OFICINA REGISTRAL AUXILIAR,ORA,ORA SAN JUAN DE DIOS (MINSA),08:45 a 16:30,,Avenida Fermín Tanguis S/N (Altura del Fundo Alto de la Luna),OPERATIVO,SI,SI,NO,SI,SI,SI,NO,NO,NO
390,356,ICA,CHINCHA,CHINCHA ALTA,,,,12.- ICA,OFICINA REGISTRAL AUXILIAR,ORA,ORA SAN JOSE DE CHINCHA (MINSA),08:45 a 16:30,,Avenida Abelardo Alva Maurtua Nº 600,OPERATIVO,SI,SI,NO,SI,SI,SI,NO,NO,NO
391,469,AYACUCHO,LUCANAS,LARAMATE,,,,12.- ICA,PUNTO DE ATENCION NO PERMANENTE,PANP,PANP LARAMATE,08:45 a 16:45,,Jirón Ica S/N,DESPLAZAMIENTO,NO,NO,SI,SI,SI,NO,NO,NO,NO
392,507,ICA,NASCA,NASCA,,,,12.- ICA,OFICINA REGISTRAL AUXILIAR,ORA,ORA HOSPITAL DE APOYO DE NASCA (MINSA),08:45 a 16:30,,Calle Callao S/N - 5ta Cuadra,OPERATIVO,SI,SI,NO,SI,SI,SI,NO,NO,NO
393,233,ICA,ICA,ICA,,,,12.- ICA,OFICINA REGISTRAL AUXILIAR,ORA,ORA AUGUSTO HERNANDEZ MENDOZA (ESSALUD),08:45 a 16:30,,Calle José Matias Manzanilla S/N,OPERATIVO,SI,SI,NO,SI,SI,SI,NO,NO,NO
394,876,ICA,NASCA,MARCONA,,,,12.- ICA,PUNTO DE ATENCION PERMANENTE,PAP,PAP MARCONA,08:45 a 16:45,,Calle Andres Avelino Caceres S/N,OPERATIVO,SI,NO,SI,SI,SI,NO,NO,NO,NO
395,1193,ICA,ICA,ICA,,,,12.- ICA,MEJOR ATENCION AL CIUDADANO,MAC,MAC - ICA,08:30 a 17:00,,Avenida Los Maestros S/N C.C. Mega Plaza Segundo Piso,OPERATIVO,SI,SI,SI,SI,SI,NO,SI,SI,SI
396,600018,ICA,ICA,ICA,,,,12.- ICA,AGENTE RENIEC,AGENTE,AGENTE RENIEC  - MEGA PLAZA ICA,08:45 a 16:45,,Avenida Los Maestros S/N C.C. Mega Plaza Segundo Piso,OPERATIVO,NO,NO,SI,NO,NO,NO,SI,NO,NO
397,130,AYACUCHO,PAUCAR DES SARA SARA,PAUZA,,,,12.- ICA,PUNTO DE ATENCION PERMANENTE,PAP,PAP PAUCAR DEL SARA SARA,08:45 a 16:45,,Jirón Miguel de Cervantes N° 455 (Palacio Municipal),OPERATIVO,NO,NO,SI,SI,SI,NO,NO,NO,NO
398,143,UCAYALI,CORONEL PORTILLO,CALLERIA,,,,13.- PUCALLPA,OFICINA REGISTRAL AUXILIAR,ORA,ORA HOSPITAL REGIONAL DE PUCALLPA (MINSA),08:45 a 16:30,,Jirón Luis Escavino N° 317,OPERATIVO,SI,NO,NO,SI,SI,SI,NO,NO,NO
399,248,HUANUCO,PUERTO INCA,PUERTO INCA,,,,13.- PUCALLPA,PUNTO DE ATENCION PERMANENTE,PAP,PAP PUERTO INCA,08:45 a 16:45,,Jirón Vulcano S/N,OPERATIVO,NO,NO,SI,SI,SI,NO,NO,NO,NO
400,337,UCAYALI,CORONEL PORTILLO,YARINACOCHA,,,,13.- PUCALLPA,OFICINA REGISTRAL AUXILIAR,ORA,ORA HOSPITAL AMAZÓNICO - YARINACOCHA (MINSA),08:45 a 16:30,,Jirón Aguaytia N° 605,OPERATIVO,SI,NO,NO,SI,SI,SI,NO,NO,NO
401,435,LORETO,UCAYALI,CONTAMANA,,,,13.- PUCALLPA,PUNTO DE ATENCION PERMANENTE,PAP,PAP CONTAMANA,08:45 a 16:45,,Calle Nuevo Loreto Mz.38C  Lt.5B,OPERATIVO,SI,SI,SI,SI,SI,NO,SI,SI,SI
402,542,UCAYALI,PADRE ABAD,IRAZOLA ,,,,13.- PUCALLPA,AGENCIA,AG,AG IRAZOLA ,08:45 a 16:45,,Calle Progreso S/N ,OPERATIVO,SI,SI,SI,SI,SI,NO,NO,SI,NO
403,701,UCAYALI,CORONEL PORTILLO,CALLERIA,,,,13.- PUCALLPA,OFICINA REGISTRAL,OR,OR PUCALLPA,08:45 a 16:45,,"Jirón 09 de Diciembre N° 378 y Tacna Nº 891 Mz. 07 Lt. Acumulado 1-B, independiente.",OPERATIVO,SI,SI,SI,SI,SI,SI,SI,SI,SI
404,702,UCAYALI,PADRE ABAD,PADRE ABAD,,,,13.- PUCALLPA,PUNTO DE ATENCION PERMANENTE,PAP,PAP PADRE ABAD,08:45 a 16:45,,Avenida Grau Nº 214,OPERATIVO,SI,SI,SI,SI,SI,NO,SI,SI,SI
405,703,UCAYALI,ATALAYA,RAIMONDI,,,,13.- PUCALLPA,PUNTO DE ATENCION PERMANENTE,PAP,PAP ATALAYA,08:45 a 16:45,,Jirón Rioja Nº 659,OPERATIVO,NO,NO,SI,SI,SI,NO,NO,NO,NO
406,704,UCAYALI,PURUS,PURUS,,,,13.- PUCALLPA,PUNTO DE ATENCION PERMANENTE,PAP,PAP PURUS,08:45 a 16:45,,Avenida Purus S/N,OPERATIVO,NO,NO,SI,SI,SI,NO,SI,SI,NO
407,723,UCAYALI,ATALAYA,TAHUANIA,,,,13.- PUCALLPA,PUNTO DE ATENCION PERMANENTE,PAP,PAP TAHUANIA,08:45 a 16:45,,Jirón 7 de Junio  S/N,OPERATIVO,NO,NO,SI,SI,SI,NO,NO,NO,NO
408,828,UCAYALI,CORONEL PORTILLO,YARINACOCHA,,,,13.- PUCALLPA,MEJOR ATENCION AL CIUDADANO,MAC,MAC - UCAYALI,08:30 a 16:30,,Avenida Centenario 1642 (2do piso) Centro Comercial Real Plaza,OPERATIVO,SI,SI,SI,SI,SI,NO,SI,SI,SI
409,15,HUANCAVELICA,HUANCAVELICA,IZCUCHACA,,,,14.- HUANCAVELICA,PUNTO DE ATENCION PERMANENTE,PAP,PAP IZCUCHACA,08:45 a 16:45,,Avenida Ferrocarril  S/N ,OPERATIVO,SI,NO,SI,SI,SI,NO,SI,SI,NO
410,16,HUANCAVELICA,ACOBAMBA,PAUCARA,,,,14.- HUANCAVELICA,PUNTO DE ATENCION PERMANENTE,PAP,PAP PAUCARA,08:45 a 16:45,, Plaza Mayor S/N,OPERATIVO,SI,NO,SI,SI,SI,NO,SI,SI,NO
411,20,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,,,,14.- HUANCAVELICA,OFICINA REGISTRAL AUXILIAR,ORA,ORA HOSPITAL REGIONAL ZACARIAS CORREA VALDIVIA (MINSA),08:45 a 16:30,,Avenida Andrés Avelino Cáceres S/N - Barrio Yananaco,OPERATIVO,SI,NO,NO,SI,NO,SI,NO,NO,NO
412,618,HUANCAVELICA,HUANCAVELICA,HUANDO,,,,14.- HUANCAVELICA,OFICINA REGISTRAL AUXILIAR,ORA,ORA HUANDO (MINSA),08:45 a 16:30,,Calle Cementerio s/n,OPERATIVO,SI,NO,NO,SI,SI,SI,NO,NO,NO
413,62,HUANCAVELICA,HUANCAVELICA,ASCENSIÓN,,,,14.- HUANCAVELICA,OFICINA REGISTRAL AUXILIAR,ORA,ORA HOSPITAL II HUANCAVELICA (ESSALUD),08:45 a 16:30,,Avenida Teresa de Jurnet S/N,OPERATIVO,SI,NO,NO,SI,NO,SI,NO,NO,NO
414,221,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,,,,14.- HUANCAVELICA,OFICINA REGISTRAL,OR,OR HUANCAVELICA,08:45 a 16:45,,"Avenida San Cristóbal Nº 384, 386 y 388",OPERATIVO,SI,SI,SI,SI,SI,SI,SI,SI,SI
415,222,HUANCAVELICA,ACOBAMBA,ACOBAMBA,,,,14.- HUANCAVELICA,OFICINA REGISTRAL,OR,OR ACOBAMBA,08:45 a 16:45,,Jirón Dos De Mayo N° 459,OPERATIVO,SI,SI,SI,SI,SI,SI,SI,SI,SI
416,223,HUANCAVELICA,ANGARAES,LIRCAY,,,,14.- HUANCAVELICA,OFICINA REGISTRAL,OR,OR ANGARAES,08:45 a 16:45,,Avenida Centenario S/N - Barrio de Pueblo Nuevo - Dentro del Centro Civico,OPERATIVO,SI,SI,SI,SI,SI,SI,SI,SI,SI
417,224,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,,,,14.- HUANCAVELICA,OFICINA REGISTRAL,OR,OR CASTROVIRREYNA,08:45 a 16:45,,Avenida Los Libertadores S/N,OPERATIVO,SI,SI,SI,SI,SI,SI,SI,SI,SI
418,225,HUANCAVELICA,TAYACAJA,PAMPAS,,,,14.- HUANCAVELICA,OFICINA REGISTRAL,OR,OR TAYACAJA,08:45 a 16:45,,Jirón Manco Capac S/N con Jirón Alfonso Ugarte Cordova y Necochea - Coliseo Multiuso,OPERATIVO,SI,SI,SI,SI,SI,SI,SI,SI,SI
419,226,HUANCAVELICA,HUAYTARA,HUAYTARA,,,,14.- HUANCAVELICA,OFICINA REGISTRAL,OR,OR HUAYTARA,08:45 a 16:45,,Calle 24 de Junio S/N - 2do piso Centro Cívico ,OPERATIVO,SI,SI,SI,SI,SI,SI,SI,SI,SI
420,227,HUANCAVELICA,CHURCAMPA,CHURCAMPA,,,,14.- HUANCAVELICA,OFICINA REGISTRAL,OR,OR CHURCAMPA,08:45 a 16:45,,Jirón Real N° 255,OPERATIVO,SI,SI,SI,SI,SI,SI,SI,SI,SI
421,362,HUANCAVELICA,TAYACAJA,PAMPAS,,,,14.- HUANCAVELICA,OFICINA REGISTRAL AUXILIAR,ORA,ORA HOSPITAL DE PAMPAS (MINSA),08:45 a 16:30,,Jirón Bolívar S/N ,OPERATIVO,SI,NO,NO,SI,SI,SI,NO,NO,NO
422,467,HUANCAVELICA,ANGARAES,LIRCAY,,,,14.- HUANCAVELICA,OFICINA REGISTRAL AUXILIAR,ORA,ORA LIRCAY (MINSA),08:45 a 16:30,,Avenida Esmeralda S/N,DESPLAZAMIENTO,SI,NO,NO,SI,SI,SI,NO,NO,NO
423,498,HUANCAVELICA,TAYACAJA,SURCUBAMBA,,,,14.- HUANCAVELICA,AGENCIA,AG,AG SURCUBAMBA,08:45 a 16:45,,Calle Alfonso Ugarte S/N,OPERATIVO,SI,NO,SI,SI,SI,NO,SI,SI,NO
424,510,HUANCAVELICA,TAYACAJA,COLCABAMBA,,,,14.- HUANCAVELICA,AGENCIA,AG,AG COLCABAMBA,08:45 a 16:45,,Avenida Centenario S/N,OPERATIVO,SI,NO,SI,SI,SI,NO,SI,SI,NO
425,598,HUANCAVELICA,HUANCAVELICA,YAULI,,,,14.- HUANCAVELICA,OFICINA REGISTRAL AUXILIAR,ORA,ORA YAULI (MINSA),08:45 a 16:30,,Avenida Jorge Chávez S/N,OPERATIVO,SI,NO,NO,SI,SI,SI,NO,NO,NO
426,468,HUANCAVELICA,ACOBAMBA,PAUCARA,,,,14.- HUANCAVELICA,OFICINA REGISTRAL AUXILIAR,ORA,ORA PAUCARA (MINSA),08:45 a 16:30,,Calle Lircay s/n,OPERATIVO,SI,NO,NO,SI,SI,SI,NO,NO,NO
427,651,HUANCAVELICA,CHURCAMPA,CHURCAMPA,,,,14.- HUANCAVELICA,OFICINA REGISTRAL AUXILIAR,ORA,ORA CHURCAMPA (MINSA),08:45 a 16:30,,Calle Ricardo Palma N° 535 (Instalaciones del Centro de Salud),DESPLAZAMIENTO,SI,NO,NO,SI,SI,SI,NO,NO,NO
428,59,PASCO,PASCO,YANACANCHA,,,,15.- HUANUCO,OFICINA REGISTRAL AUXILIAR,ORA,ORA DR. DANIEL ALCIDES CARRION GARCIA (MINSA),08:45 a 16:30,,Avenida Los Incas S/N Urb. San Juan,OPERATIVO,SI,SI,NO,SI,SI,SI,NO,NO,NO
429,115,PASCO,OXAPAMPA,PUERTO BERMUDEZ,,,,15.- HUANUCO,PUNTO DE ATENCION PERMANENTE,PAP,PAP PUERTO BERMÚDEZ,08:45 a 16:45,,Avenida Remigio Morales Bermúdez S/N,OPERATIVO,SI,SI,SI,SI,SI,NO,SI,SI,NO
430,116,PASCO,PASCO,HUARIACA,,,,15.- HUANUCO,PUNTO DE ATENCION PERMANENTE,PAP,PAP HUARIACA,08:45 a 16:45,,Jirón 28 de Julio Nº 129,DESPLAZAMIENTO,NO,SI,SI,SI,SI,NO,NO,NO,NO
431,144,HUANUCO,HUANUCO,HUANUCO,,,,15.- HUANUCO,OFICINA REGISTRAL AUXILIAR,ORA,ORA HOSPITAL REGIONAL HERMILIO VALDIZAN (MINSA),08:45 a 16:30,,Jirón Hermilio Valdizan Nº 950,OPERATIVO,SI,SI,NO,SI,SI,SI,NO,NO,NO
432,170,PASCO,PASCO,PAUCARTAMBO,,,,15.- HUANUCO,PUNTO DE ATENCION PERMANENTE,PAP,PAP PAUCARTAMBO,08:45 a 16:45,, Plaza 28 de Julio S/N,OPERATIVO,NO,SI,SI,SI,SI,NO,SI,SI,NO
433,241,HUANUCO,HUANUCO,HUANUCO,,,,15.- HUANUCO,OFICINA REGISTRAL,OR,OR HUANUCO,08:45 a 16:45,,Jirón 28 de Julio N° 825,OPERATIVO,SI,SI,SI,SI,SI,SI,SI,SI,SI
434,242,HUANUCO,AMBO,AMBO,,,,15.- HUANUCO,PUNTO DE ATENCION PERMANENTE,PAP,PAP AMBO,08:45 a 16:45,,"Jirón 28 de Julio 697, Centro Cívico",OPERATIVO,SI,SI,SI,SI,SI,NO,NO,NO,NO
435,243,HUANUCO,DOS DE MAYO,LA UNION,,,,15.- HUANUCO,PUNTO DE ATENCION PERMANENTE,PAP,PAP DOS DE MAYO,08:45 a 16:45,,Jirón Lourdes N° 221,OPERATIVO,NO,SI,SI,SI,SI,NO,NO,NO,NO
436,244,HUANUCO,HUAMALIES,LLATA,,,,15.- HUANUCO,PUNTO DE ATENCION PERMANENTE,PAP,PAP HUAMALIES,08:45 a 16:45,,Jirón Huánuco N° 242,OPERATIVO,SI,SI,SI,SI,SI,NO,NO,NO,NO
437,245,HUANUCO,MARAÑON,HUACRACHUCO,,,,15.- HUANUCO,PUNTO DE ATENCION PERMANENTE,PAP,PAP MARAÑON,08:45 a 16:45,,Avenida 28 De Julio N° 602 ,OPERATIVO,NO,SI,SI,SI,SI,NO,SI,SI,NO
438,246,HUANUCO,LEONCIO PRADO,RUPA-RUPA,,,,15.- HUANUCO,PUNTO DE ATENCION PERMANENTE,PAP,PAP LEONCIO PRADO,08:45 a 16:45,,Jirón Chiclayo N° 585,OPERATIVO,SI,SI,SI,SI,SI,NO,SI,SI,SI
439,247,HUANUCO,PACHITEA,PANAO,,,,15.- HUANUCO,PUNTO DE ATENCION PERMANENTE,PAP,PAP PACHITEA,08:45 a 16:45,,Jirón Espinar N° 121,OPERATIVO,SI,SI,SI,SI,SI,NO,SI,SI,SI
440,250,HUANUCO,LAURICOCHA,JESÚS,,,,15.- HUANUCO,PUNTO DE ATENCION PERMANENTE,PAP,PAP LAURICOCHA,08:45 a 16:45,,Jirón Cristobal Colon S/N,OPERATIVO,NO,SI,SI,SI,SI,NO,NO,NO,NO
441,251,HUANUCO,YAROWILCA,CHAVINILLO,,,,15.- HUANUCO,PUNTO DE ATENCION PERMANENTE,PAP,PAP YAROWILCA,08:45 a 16:45,,Jirón Virgen de Fátima S/N,OPERATIVO,SI,SI,SI,SI,SI,NO,SI,SI,NO
442,340,PASCO,PASCO,CHAUPIMARCA,,,,15.- HUANUCO,OFICINA REGISTRAL AUXILIAR,ORA,ORA HOSPITAL II PASCO (ESSALUD),08:45 a 16:30,, Barrio La Esperanza - Casa de Piedra,OPERATIVO,SI,SI,NO,SI,SI,SI,NO,NO,NO
443,365,HUANUCO,PACHITEA,PANAO,,,,15.- HUANUCO,OFICINA REGISTRAL AUXILIAR,ORA,ORA PANAO (MINSA),08:45 a 16:30,,Jirón Grau Nº 193,OPERATIVO,SI,SI,NO,SI,SI,SI,NO,NO,NO
444,366,HUANUCO,LEONCIO PRADO,RUPA-RUPA,,,,15.- HUANUCO,OFICINA REGISTRAL AUXILIAR,ORA,ORA HOSPITAL TINGO MARIA (MINSA),08:45 a 16:30,,Av. Ucayali Nº 114 ,OPERATIVO,SI,SI,NO,SI,SI,SI,NO,NO,NO
445,367,HUANUCO,LEONCIO PRADO,JOSÉ CRESPO Y CASTILLO,,,,15.- HUANUCO,OFICINA REGISTRAL AUXILIAR,ORA,ORA AUCAYACU (MINSA),08:45 a 16:30,,Jirón Grau S/N cuadra 4,OPERATIVO,SI,SI,NO,SI,SI,SI,NO,NO,NO
446,368,HUANUCO,HUAMALIES,LLATA,,,,15.- HUANUCO,OFICINA REGISTRAL AUXILIAR,ORA,ORA LLATA (MINSA),08:45 a 16:30,,Jr. 28 de Julio Nº 216,DESPLAZAMIENTO,SI,SI,NO,SI,SI,SI,NO,NO,NO
447,451,HUANUCO,DOS DE MAYO,LA UNION,,,,15.- HUANUCO,OFICINA REGISTRAL AUXILIAR,ORA,ORA LA UNION (MINSA),08:45 a 16:30,,Jirón Dos de Mayo N° 185,OPERATIVO,SI,SI,NO,SI,SI,SI,NO,NO,NO
448,477,HUANUCO,LEONCIO PRADO,JOSÉ CRESPO Y CASTILLO,,,,15.- HUANUCO,PUNTO DE ATENCION PERMANENTE,PAP,PAP JOSE CRESPO Y CASTILLO,08:45 a 16:45,,Jirón Maria Parado de Bellido S/N Cuadra 4,OPERATIVO,SI,SI,SI,SI,SI,NO,SI,SI,NO
449,497,HUANUCO,LAURICOCHA,BAÑOS,,,,15.- HUANUCO,AGENCIA,AG,AG BAÑOS,08:45 a 16:45,, Plaza de Armas S/N,DESPLAZAMIENTO,NO,SI,SI,SI,SI,NO,NO,NO,NO
450,501,PASCO,PASCO,YANACANCHA,,,,15.- HUANUCO,AGENCIA,AG,AG PASCO,08:45 a 16:45,," Centro Comercial ""Sector Dos de San Juan Pampa Edif. 4 Tienda 3 San Juan-Yanacancha",OPERATIVO,SI,SI,SI,SI,SI,NO,SI,SI,SI
451,502,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,,,,15.- HUANUCO,PUNTO DE ATENCION PERMANENTE,PAP,PAP DANIEL ALCIDES CARRIÓN,08:45 a 16:45,,Jirón Jorge Chavez S/N Plaza Principal,OPERATIVO,NO,SI,SI,SI,SI,NO,SI,SI,NO
452,503,PASCO,OXAPAMPA,OXAPAMPA,,,,15.- HUANUCO,PUNTO DE ATENCION PERMANENTE,PAP,PAP OXAPAMPA,08:45 a 16:45,,Jirón Huancabamba S/N Mz. 162 Estadio Municipal Oxapampa,OPERATIVO,SI,SI,SI,SI,SI,NO,SI,SI,SI
453,541,SAN MARTIN,TOCACHE,UCHIZA,,,,15.- HUANUCO,AGENCIA,AG,AG UCHIZA,08:45 a 16:45,,Avenida Atahualpa N° 920,OPERATIVO,NO,SI,SI,SI,SI,NO,SI,SI,NO
454,580,PASCO,OXAPAMPA,PALCAZÚ,,,,15.- HUANUCO,AGENCIA,AG,AG PALCAZU,08:45 a 16:45,,Avenida Juan Santos Atahualpa Mz. U Lt. 01,OPERATIVO,SI,SI,SI,SI,SI,NO,SI,SI,NO
455,588,SAN MARTIN,TOCACHE,TOCACHE,,,,15.- HUANUCO,PUNTO DE ATENCION PERMANENTE,PAP,PAP TOCACHE,08:45 a 16:45,,Jirón San Juan Cdra 7 S/N Centro Cívico,OPERATIVO,SI,SI,SI,SI,SI,NO,SI,SI,SI
456,596,HUANUCO,HUANUCO,CHINCHAO,,,,15.- HUANUCO,OFICINA REGISTRAL AUXILIAR,ORA,ORA ACOMAYO (MINSA),08:45 a 16:30,,Pasaje Iguarizo S/N Mz. 6 Lt. 02,OPERATIVO,SI,SI,NO,SI,SI,SI,NO,NO,NO
457,650,SAN MARTIN,TOCACHE,TOCACHE,,,,15.- HUANUCO,OFICINA REGISTRAL AUXILIAR,ORA,ORA HOSPITAL DE TOCACHE (MINSA),08:45 a 16:30,,Jirón Ricardo Palma N° 550,OPERATIVO,SI,SI,NO,SI,SI,SI,NO,NO,NO
458,653,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,,,,15.- HUANUCO,OFICINA REGISTRAL AUXILIAR,ORA,ORA SANTA MARIA DEL VALLE (MINSA),08:45 a 16:30,,Jirón Libertad  S/N Intersección Carretera Central ,DESPLAZAMIENTO,SI,SI,NO,SI,SI,SI,NO,NO,NO
459,749,HUANUCO,HUANUCO ,AMARILIS ,,,,15.- HUANUCO,OFICINA REGISTRAL AUXILIAR,ORA,ORA CARLOS SHOWING FERRARI (MINSA),08:45 a 16:30,,Jirón Micaela Bastidas S/N Paucarbamba ,OPERATIVO,SI,SI,NO,SI,SI,SI,NO,NO,NO
460,660,PASCO,OXAPAMPA,OXAPAMPA,,,,15.- HUANUCO,OFICINA REGISTRAL AUXILIAR,ORA,ORA HOSPITAL ERNESTO GERMAN GUZMAN GONZALES (MINSA),08:45 a 16:30,,Jirón Eduardo Loechle S/N - Chontabamba,DESPLAZAMIENTO,SI,SI,NO,SI,SI,SI,NO,NO,NO
461,802,HUANUCO,HUANUCO,HUANUCO,,,,15.- HUANUCO,MEJOR ATENCION AL CIUDADANO,MAC,MAC - HUÁNUCO,08:30 a 16:30,,"Jirón Independencia N° 1601, Centro Comercial Real Plaza, Primer Piso",OPERATIVO,SI,SI,SI,SI,SI,NO,SI,SI,SI
462,597,HUANUCO,PACHITEA,UMARI,,,,15.- HUANUCO,OFICINA REGISTRAL AUXILIAR,ORA,ORA TAMBILLO UMARI (MINSA),08:45 a 16:30,,Carretera Huanuco - Panao Km 37,DESPLAZAMIENTO,SI,SI,NO,SI,SI,SI,NO,NO,NO
463,644,HUANUCO,YAROWILCA,CHAVINILLO,,,,15.- HUANUCO,OFICINA REGISTRAL AUXILIAR,ORA,ORA CHAVINILLO (MINSA),08:45 a 16:30,,Avenida San Juan N° 102,DESPLAZAMIENTO,SI,SI,NO,SI,SI,SI,NO,NO,NO
464,548,PASCO,OXAPAMPA,CONSTITUCIÓN,,,,15.- HUANUCO,AGENCIA,AG,AG CONSTITUCION,08:45 a 16:45,,Avenida Fernando Belaunde S/N 4ta Etapa del Distrito de Constitución,OPERATIVO,NO,SI,SI,SI,SI,NO,NO,NO,NO
465,1,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,,,16.- AMAZONAS,OFICINA REGISTRAL,OR,OR CHACHAPOYAS,08:45 a 16:45,,Jirón Ortiz Arrieta 1135- 1137,OPERATIVO,SI,SI,SI,SI,SI,NO,SI,SI,SI
466,2,AMAZONAS,BAGUA,BAGUA,,,,16.- AMAZONAS,PUNTO DE ATENCION PERMANENTE,PAP,PAP BAGUA,08:45 a 16:45,,Jirón Los Cedros Nº 263,OPERATIVO,SI,SI,SI,SI,SI,NO,SI,SI,SI
467,3,AMAZONAS,BONGARA,JAZAN,,,,16.- AMAZONAS,AGENCIA,AG,AG BONGARA,08:45 a 16:45,,Avenida Marginal  Nº 100 -Pedro Ruíz,OPERATIVO,SI,NO,SI,SI,SI,NO,SI,SI,NO
468,4,AMAZONAS,LUYA ,LUYA ,,,,16.- AMAZONAS,AGENCIA,AG,AG LUYA,08:45 a 16:45,,Jirón Diego Mori Zuta N° 447,DESPLAZAMIENTO,SI,NO,SI,SI,SI,NO,NO,NO,NO
